
197,Bachelor of Landscape Architecture,"Mathematics, Physics, English/Kiswahili, Art and Design","Landscape design, Creativity, Problem-solving, Communication"
198,Bachelor of Arts (Planning),"Mathematics, English/Kiswahili, Geography","Urban planning, Problem-solving, Communication, Strategic thinking"
199,Bachelor of Construction Management,"Mathematics, English/Kiswahili, Geography","Construction management, Problem-solving, Communication, Technical skills"
200,Bachelor of Arts (Spatial Planning),"Mathematics, English/Kiswahili, Geography","Urban planning, Problem-solving, Communication, Strategic thinking"
201,Bachelor of Science (Construction Management),"Mathematics, English/Kiswahili, Geography","Construction management, Problem-solving, Communication, Technical skills"
202,Bachelor of The Built Environment (Construction Management),"Mathematics, English/Kiswahili, Geography","Construction management, Problem-solving, Communication, Technical skills"
203,Bachelor of The Built Environment (Urban and Regional Planning),"Mathematics, English/Kiswahili, Geography","Urban planning, Problem-solving, Communication, Strategic thinking"
204,Bachelor of Arts (Urban and Regional Planning, With IT),"Mathematics, English/Kiswahili, Geography, Computer Studies","Urban planning, Problem-solving, Communication, Technology proficiency"
205,Bachelor of Science (Urban Design and Development),"Mathematics, English/Kiswahili, Geography","Urban design, Problem-solving, Communication, Strategic thinking"
206,Bachelor of Real Estate,"Mathematics, English/Kiswahili, Geography","Real estate management, Problem-solving, Communication, Financial literacy"
207,Bachelor of Science (Real Estate),"Mathematics, English/Kiswahili, Geography","Real estate management, Problem-solving, Communication, Financial literacy"
208,Bachelor of Technology (Real Estate and Property Management),"Mathematics, English/Kiswahili, Geography","Real estate management, Problem-solving, Communication, Financial literacy"
209,Bachelor of Science (Land Administration),"Mathematics, English/Kiswahili, Geography","Land management, Problem-solving, Communication, Technical skills"
210,Bachelor of Science (Computer Science),"Mathematics, Physics, English/Kiswahili, Computer Studies","Programming, Problem-solving, Data analysis, Communication"
211,Bachelor of Science (Mathematics & Computer Science),"Mathematics, Physics, English/Kiswahili, Computer Studies","Programming, Problem-solving, Data analysis, Communication"
212,Bachelor of Science in Computer Science,"Mathematics, Physics, English/Kiswahili, Computer Studies","Programming, Problem-solving, Data analysis, Communication"
213,Bachelor of Science (Mathematics and Computer Science),"Mathematics, Physics, English/Kiswahili, Computer Studies","Programming, Problem-solving, Data analysis, Communication"
214,Bachelor of Science in Mathematics & Computer Science,"Mathematics, Physics, English/Kiswahili, Computer Studies","Programming, Problem-solving, Data analysis, Communication"
215,Bachelor of Science (Applied Computer Science),"Mathematics, Physics, English/Kiswahili, Computer Studies","Programming, Problem-solving, Data analysis, Communication"
216,Bachelor of Science in Applied Computer Science,"Mathematics, Physics, English/Kiswahili, Computer Studies","Programming, Problem-solving, Data analysis, Communication"
217,Bachelor of Science in Applied Physics and Computer Science,"Mathematics, Physics, English/Kiswahili, Computer Studies","Programming, Problem-solving, Data analysis, Communication"
218,Bachelor of Science in Software Engineering,"Mathematics, Physics, English/Kiswahili, Computer Studies","Programming, Problem-solving, Software design, Communication"
219,Bachelor of Science (Computer Technology),"Mathematics, Physics, English/Kiswahili, Computer Studies","Programming, Problem-solving, Technical skills, Communication"
220,Bachelor of Science in Computer Technology,"Mathematics, Physics, English/Kiswahili, Computer Studies","Programming, Problem-solving, Technical skills, Communication"
221,Bachelor of Technology (Computer Technology),"Mathematics, Physics, English/Kiswahili, Computer Studies","Programming, Problem-solving, Technical skills, Communication"
222,Bachelor of Science (Computer Security and Forensics),"Mathematics, Physics, English/Kiswahili, Computer Studies","Cybersecurity, Problem-solving, Technical skills, Communication"
223,Bachelor of Science in Computer Information Systems,"Mathematics, Physics, English/Kiswahili, Computer Studies","Programming, Problem-solving, Data analysis, Communication"
224,Bachelor of Science in Computer Security and Forensics,"Mathematics, Physics, English/Kiswahili, Computer Studies","Cybersecurity, Problem-solving, Technical skills, Communication"
225,Bachelor of Science (Applied Statistics With Computing),"Mathematics, Physics, English/Kiswahili, Computer Studies","Data analysis, Problem-solving, Programming, Communication"
226,Bachelor of Science in Applied Statistics With Computing,"Mathematics, Physics, English/Kiswahili, Computer Studies","Data analysis, Problem-solving, Programming, Communication"
227,Bachelor of Science (Mathematics and Computing),"Mathematics, Physics, English/Kiswahili, Computer Studies","Data analysis, Problem-solving, Programming, Communication"
228,Bachelor of Science (Statistics & Programming),"Mathematics, Physics, English/Kiswahili, Computer Studies","Data analysis, Problem-solving, Programming, Communication"
229,Bachelor of Science (Applied Statistics With Programming),"Mathematics, Physics, English/Kiswahili, Computer Studies","Data analysis, Problem-solving, Programming, Communication"
230,Bachelor of Science in Statistics and Programming,"Mathematics, Physics, English/Kiswahili, Computer Studies","Data analysis, Problem-solving, Programming, Communication"
231,Bachelor of Science (Informatics and Mathematics),"Mathematics, Physics, English/Kiswahili, Computer Studies","Data analysis, Problem-solving, Programming, Communication"
232,Bachelor of Science (Business Computing),"Mathematics, Physics, English/Kiswahili, Computer Studies","Data analysis, Problem-solving, Programming, Communication"
233,Bachelor of Science in Business Computing,"Mathematics, Physics, English/Kiswahili, Computer Studies","Data analysis, Problem-solving, Programming, Communication"
234,Bachelor of Science in Informatics,"Mathematics, Physics, English/Kiswahili, Computer Studies","Data analysis, Problem-solving, Programming, Communication"
235,Bachelor of Science (Informatics),"Mathematics, Physics, English/Kiswahili, Computer Studies","Data analysis, Problem-solving, Programming, Communication"
236,Bachelor of Science (Biometry and Informatics),"Mathematics, Physics, English/Kiswahili, Computer Studies","Data analysis, Problem-solving, Programming, Communication"
237,Bachelor of Science Statistics and Information Technology,"Mathematics, Physics, English/Kiswahili, Computer Studies","Data analysis, Problem-solving, Programming, Communication"
238,Bachelor of Information Technology,"Mathematics, English/Kiswahili, Computer Studies","Programming, Problem-solving, Technology proficiency, Communication"
239,Bachelor of Science (Information Technology),"Mathematics, English/Kiswahili, Computer Studies","Programming, Problem-solving, Technology proficiency, Communication"
240,Bachelor of Science in Information Technology,"Mathematics, English/Kiswahili, Computer Studies","Programming, Problem-solving, Technology proficiency, Communication"
241,Bachelor of Technology (Information Technology),"Mathematics, English/Kiswahili, Computer Studies","Programming, Problem-solving, Technology proficiency, Communication"
242,Bachelor of Technology in Information Technology,"Mathematics, English/Kiswahili, Computer Studies","Programming, Problem-solving, Technology proficiency, Communication"
243,Bachelor of Science (Information and Communication Technology),"Mathematics, English/Kiswahili, Computer Studies","Programming, Problem-solving, Technology proficiency, Communication"
244,Bachelor of Technology in Information & Communication Technology,"Mathematics, English/Kiswahili, Computer Studies","Programming, Problem-solving, Technology proficiency, Communication"
245,Bachelor of Science (Agribusiness),"Mathematics, Kiswahili, Agriculture, Business Studies","Agribusiness management, Problem-solving, Communication, Financial literacy"
246,Bachelor of Science (Agricultural Economics & Resource Management),"Mathematics, Kiswahili, Agriculture, Business Studies","Resource management, Problem-solving, Communication, Financial literacy"
247,Bachelor of Agribusiness Management,"Mathematics, Kiswahili, Agriculture, Business Studies","Agribusiness management, Problem-solving, Communication, Financial literacy"
248,Bachelor of Science (Agricultural Economics, With IT),"Mathematics, Kiswahili, Agriculture, Computer Studies","Resource management, Problem-solving, Communication, Technology proficiency"
249,Bachelor of Science (Agribusiness Economics and Food Industry Management),"Mathematics, Kiswahili, Agriculture, Business Studies","Agribusiness management, Problem-solving, Communication, Financial literacy"
250,Bachelor of Science (Agricultural Economics and Rural Development),"Mathematics, Kiswahili, Agriculture, Business Studies","Resource management, Problem-solving, Communication, Financial literacy"
251,Bachelor of Science in Agricultural Economics and Rural Development,"Mathematics, Kiswahili, Agriculture, Business Studies","Resource management, Problem-solving, Communication, Financial literacy"
252,Bachelor of Science in Agribusiness Management,"Mathematics, Kiswahili, Agriculture, Business Studies","Agribusiness management, Problem-solving, Communication, Financial literacy"
253,Bachelor of Science (Agricultural Economics and Resource Management),"Mathematics, Kiswahili, Agriculture, Business Studies","Resource management, Problem-solving, Communication, Financial literacy"
254,Bachelor of Science (Agricultural Economics),"Mathematics, Kiswahili, Agriculture, Business Studies","Resource management, Problem-solving, Communication, Financial literacy"
255,Bachelor of Science in Agricultural Resource Economics and Management,"Mathematics, Kiswahili, Agriculture, Business Studies","Resource management, Problem-solving, Communication, Financial literacy"
256,Bachelor of Science (Agriculture Economics & Resource Management),"Mathematics, Kiswahili, Agriculture, Business Studies","Resource management, Problem-solving, Communication, Financial literacy"
257,Bachelor of Science in Agricultural Economics,"Mathematics, Kiswahili, Agriculture, Business Studies","Resource management, Problem-solving, Communication, Financial literacy"
258,Bachelor of Science in Agricultural Resource Management,"Mathematics, Kiswahili, Agriculture, Business Studies","Resource management, Problem-solving, Communication, Financial literacy"
259,Bachelor of Science (Agribusiness Management & Trade),"Mathematics, Kiswahili, Agriculture, Business Studies","Agribusiness management, Problem-solving, Communication, Financial literacy"
260,Bachelor of Science in Agribusiness Management and Trade,"Mathematics, Kiswahili, Agriculture, Business Studies","Agribusiness management, Problem-solving, Communication, Financial literacy"
261,Bachelor of Science (Agribusiness Management, With IT),"Mathematics, Kiswahili, Agriculture, Computer Studies","Agribusiness management, Problem-solving, Communication, Technology proficiency"
262,Bachelor of Science,"Mathematics, Kiswahili, Biology, Chemistry, Physics","Research skills, Problem-solving, Communication, Analytical thinking"
263,Bachelor of Science (Basic Science, With IT),"Mathematics, Kiswahili, Biology, Chemistry, Physics, Computer Studies","Research skills, Problem-solving, Communication, Technology proficiency"
264,Bachelor of Science (B.sc),"Mathematics, Kiswahili, Biology, Chemistry, Physics","Research skills, Problem-solving, Communication, Analytical thinking"
265,Bachelor of Science in Biology,"Mathematics, Kiswahili, Biology, Chemistry","Research skills, Problem-solving, Communication, Analytical thinking"
266,Bachelor of Science (Cellular and Molecular Biology),"Mathematics, Kiswahili, Biology, Chemistry","Research skills, Problem-solving, Communication, Analytical thinking"
267,Bachelor of Science (Biological Sciences),"Mathematics, Kiswahili, Biology, Chemistry","Research skills, Problem-solving, Communication, Analytical thinking"
268,Bachelor of Science (Molecular & Cellular Biology),"Mathematics, Kiswahili, Biology, Chemistry","Research skills, Problem-solving, Communication, Analytical thinking"
269,Bachelor of Science in Entomology and Parasitology,"Mathematics, Kiswahili, Biology, Chemistry","Research skills, Problem-solving, Communication, Analytical thinking"
270,Bachelor of Science in Biotechnology,"Mathematics, Kiswahili, Biology, Chemistry","Research skills, Problem-solving, Communication, Analytical thinking"
271,Bachelor of Science (Biotechnology),"Mathematics, Kiswahili, Biology, Chemistry","Research skills, Problem-solving, Communication, Analytical thinking"
272,Bachelor of Science (Conservation Biology),"Mathematics, Kiswahili, Biology, Chemistry","Research skills, Problem-solving, Communication, Analytical thinking"
273,Bachelor of Science (Genomic Sciences),"Mathematics, Kiswahili, Biology, Chemistry","Research skills, Problem-solving, Communication, Analytical thinking"
274,Bachelor of Science (Forensic Biology),"Mathematics, Kiswahili, Biology, Chemistry","Research skills, Problem-solving, Communication, Analytical thinking"
275,Bachelor of Science in Genomic Science,"Mathematics, Kiswahili, Biology, Chemistry","Research skills, Problem-solving, Communication, Analytical thinking"
276,Bachelor of Science (Zoology),"Mathematics, Kiswahili, Biology, Chemistry","Research skills, Problem-solving, Communication, Analytical thinking"
277,Bachelor of Science in Zoology,"Mathematics, Kiswahili, Biology, Chemistry","Research skills, Problem-solving, Communication, Analytical thinking"
278,Bachelor of Technology (Biotechnology),"Mathematics, Kiswahili, Biology, Chemistry","Research skills, Problem-solving, Communication, Analytical thinking"
279,Bachelor of Technology in Industrial Microbiology & Biotechnology,"Mathematics, Kiswahili, Biology, Chemistry","Research skills, Problem-solving, Communication, Analytical thinking"
280,Bachelor of Science in Biotechnology and Biosafety,"Mathematics, Kiswahili, Biology, Chemistry","Research skills, Problem-solving, Communication, Analytical thinking"
281,Bachelor of Science (Forensic Science),"Mathematics, Kiswahili, Biology, Chemistry","Research skills, Problem-solving, Communication, Analytical thinking"
282,Bachelor of Science in Biosciences,"Mathematics, Kiswahili, Biology, Chemistry","Research skills, Problem-solving, Communication, Analytical thinking"
283,Bachelor of Science in Medical Microbiology,"Mathematics, Kiswahili, Biology, Chemistry","Research skills, Problem-solving, Communication, Analytical thinking"
284,Bachelor of Science (Medical Biochemistry),"Mathematics, Kiswahili, Biology, Chemistry","Research skills, Problem-solving, Communication, Analytical thinking"
285,Bachelor of Science in Medical Biochemistry,"Mathematics, Kiswahili, Biology, Chemistry","Research skills, Problem-solving, Communication, Analytical thinking"
286,Bachelor of Science (Physics),"Mathematics, Kiswahili, Physics","Research skills, Problem-solving, Communication, Analytical thinking"
287,Bachelor of Science in Physics,"Mathematics, Kiswahili, Physics","Research skills, Problem-solving, Communication, Analytical thinking"
288,Bachelor of Science (Physics, With IT),"Mathematics, Kiswahili, Physics, Computer Studies","Research skills, Problem-solving, Communication, Technology proficiency"
289,Bachelor of Technology (Technical and Applied Physics),"Mathematics, Kiswahili, Physics","Research skills, Problem-solving, Communication, Analytical thinking"
290,Bachelor of Technology in Applied Physics (Electronics & Instrumentation),"Mathematics, Kiswahili, Physics, Computer Studies","Research skills, Problem-solving, Communication, Technology proficiency"
291,Bachelor of Science (Chemistry),"Mathematics, Kiswahili, Chemistry","Research skills, Problem-solving, Communication, Analytical thinking"
292,Bachelor of Science in Chemistry,"Mathematics, Kiswahili, Chemistry","Research skills, Problem-solving, Communication, Analytical thinking"
293,Bachelor of Science (Environmental Chemistry),"Mathematics, Kiswahili, Chemistry, Geography","Research skills, Problem-solving, Communication, Analytical thinking"
294,Bachelor of Science (Accountancy),"Mathematics, English/Kiswahili, Business Studies","Financial literacy, Problem-solving, Communication, Analytical thinking"
295,Bachelor of Economics,"Mathematics, English/Kiswahili, Business Studies","Economic analysis, Problem-solving, Communication, Analytical thinking"
296,Bachelor of Science in Economics,"Mathematics, English/Kiswahili, Business Studies","Economic analysis, Problem-solving, Communication, Analytical thinking"
297,Bachelor of Science in Economics & Statistics,"Mathematics, English/Kiswahili, Business Studies","Economic analysis, Statistical analysis, Problem-solving, Communication"
298,Bachelor of Economics & Statistics,"Mathematics, English/Kiswahili, Business Studies","Economic analysis, Statistical analysis, Problem-solving, Communication"
299,Bachelor of Economics and Statistics,"Mathematics, English/Kiswahili, Business Studies","Economic analysis, Statistical analysis, Problem-solving, Communication"
300,Bachelor of Science (Economics and Statistics),"Mathematics, English/Kiswahili, Business Studies","Economic analysis, Statistical analysis, Problem-solving, Communication"
301,Bachelor of Science (Economics & Statistics),"Mathematics, English/Kiswahili, Business Studies","Economic analysis, Statistical analysis, Problem-solving, Communication"
302,Bachelor of Science (Mathematics and Economics),"Mathematics, English/Kiswahili, Business Studies","Economic analysis, Mathematical modeling, Problem-solving, Communication"
303,Bachelor of Science in Mathematics and Economics,"Mathematics, English/Kiswahili, Business Studies","Economic analysis, Mathematical modeling, Problem-solving, Communication"
304,Bachelor of Science (Mathematics & Business Studies, With IT),"Mathematics, English/Kiswahili, Business Studies, Computer Studies","Economic analysis, Mathematical modeling, Problem-solving, Technology proficiency"
305,Bachelor of Economics & Finance,"Mathematics, English/Kiswahili, Business Studies","Financial analysis, Problem-solving, Communication, Analytical thinking"
306,Bachelor of Arts (Economics & Sociology),"Mathematics, English/Kiswahili, Business Studies, History and Government","Economic analysis, Social analysis, Problem-solving, Communication"
307,Bachelor of Arts (Economics and Sociology),"Mathematics, English/Kiswahili, Business Studies, History and Government","Economic analysis, Social analysis, Problem-solving, Communication"
308,Bachelor of Arts in Economics and Sociology,"Mathematics, English/Kiswahili, Business Studies, History and Government","Economic analysis, Social analysis, Problem-solving, Communication"
309,Bachelor of Arts (Economics),"Mathematics, English/Kiswahili, Business Studies","Economic analysis, Problem-solving, Communication, Analytical thinking"
310,Bachelor of Arts in Economics,"Mathematics, English/Kiswahili, Business Studies","Economic analysis, Problem-solving, Communication, Analytical thinking"
311,Bachelor of Arts (Economics, With IT),"Mathematics, English/Kiswahili, Business Studies, Computer Studies","Economic analysis, Problem-solving, Communication, Technology proficiency"
312,Bachelor of Arts (History & Economics),"Mathematics, English/Kiswahili, Business Studies, History and Government","Economic analysis, Historical analysis, Problem-solving, Communication"
313,Bachelor of Arts (History and Economics),"Mathematics, English/Kiswahili, Business Studies, History and Government","Economic analysis, Historical analysis, Problem-solving, Communication"
314,Bachelor of Science (Financial Engineering),"Mathematics, English/Kiswahili, Business Studies, Computer Studies","Financial analysis, Problem-solving, Communication, Technology proficiency"
315,Bachelor of Science in Mathematics and Finance and Statistics,"Mathematics, English/Kiswahili, Business Studies","Financial analysis, Statistical analysis, Problem-solving, Communication"
316,Bachelor of Science (Mathematics & Economics, With IT),"Mathematics, English/Kiswahili, Business Studies, Computer Studies","Economic analysis, Mathematical modeling, Problem-solving, Technology proficiency"
317,Bachelor of Economics (Economics & Finance, With IT),"Mathematics, English/Kiswahili, Business Studies, Computer Studies","Financial analysis, Problem-solving, Communication, Technology proficiency"
318,Bachelor of Economics and Finance,"Mathematics, English/Kiswahili, Business Studies","Financial analysis, Problem-solving, Communication, Analytical thinking"
319,Bachelor of Science in Finance,"Mathematics, English/Kiswahili, Business Studies","Financial analysis, Problem-solving, Communication, Analytical thinking"
320,Bachelor of Science (Finance),"Mathematics, English/Kiswahili, Business Studies","Financial analysis, Problem-solving, Communication, Analytical thinking"
321,Bachelor of Science in Financial Economics,"Mathematics, English/Kiswahili, Business Studies","Financial analysis, Economic analysis, Problem-solving, Communication"
322,Bachelor of Science in Mathematics and Finance,"Mathematics, English/Kiswahili, Business Studies","Financial analysis, Mathematical modeling, Problem-solving, Communication"
323,Bachelor of Science (Operations Research),"Mathematics, English/Kiswahili, Business Studies","Mathematical modeling, Problem-solving, Communication, Analytical thinking"
324,Bachelor of Actuarial Science,"Mathematics, English/Kiswahili, Business Studies","Risk analysis, Problem-solving, Communication, Analytical thinking"
325,Bachelor of Science in Actuarial Science,"Mathematics, English/Kiswahili, Business Studies","Risk analysis, Problem-solving, Communication, Analytical thinking"
326,Bachelor of Science (Actuarial Science),"Mathematics, English/Kiswahili, Business Studies","Risk analysis, Problem-solving, Communication, Analytical thinking"
327,Bachelor of Science (Actuarial Science With IT),"Mathematics, English/Kiswahili, Business Studies, Computer Studies","Risk analysis, Problem-solving, Communication, Technology proficiency"
328,Bachelor of Science (Applied Statistics, With IT),"Mathematics, English/Kiswahili, Computer Studies","Statistical analysis, Problem-solving, Communication, Technology proficiency"
329,Bachelor of Science (Applied Statistics),"Mathematics, English/Kiswahili","Statistical analysis, Problem-solving, Communication, Analytical thinking"
330,Bachelor of Science in Applied Statistics,"Mathematics, English/Kiswahili","Statistical analysis, Problem-solving, Communication, Analytical thinking"
331,Bachelor of Technology (Applied Statistics),"Mathematics, English/Kiswahili, Computer Studies","Statistical analysis, Problem-solving, Communication, Technology proficiency"
332,Bachelor of Science (Statistics),"Mathematics, English/Kiswahili","Statistical analysis, Problem-solving, Communication, Analytical thinking"
333,Bachelor of Arts (History and Economics),"Mathematics, English/Kiswahili, Business Studies, History and Government","Economic analysis, Historical analysis, Problem-solving, Communication"
334,Bachelor of Arts (Interior Design, With IT),"Mathematics, English/Kiswahili, Art and Design, Computer Studies","Creativity, Design skills, Problem-solving, Technology proficiency"
335,Bachelor of Arts (Textiles, Apparel Design and Fashion Merchandising, With IT),"Mathematics, English/Kiswahili, Art and Design, Computer Studies","Creativity, Design skills, Problem-solving, Technology proficiency"
336,Bachelor of Science (Apparel & Fashion Technology),"Mathematics, English/Kiswahili, Art and Design","Creativity, Design skills, Problem-solving, Communication"
337,Bachelor of Science (Clothing Textile & Interior Design),"Mathematics, English/Kiswahili, Art and Design","Creativity, Design skills, Problem-solving, Communication"
338,Bachelor of Science (Fashion Design & Marketing),"Mathematics, English/Kiswahili, Art and Design, Business Studies","Creativity, Design skills, Problem-solving, Communication"
339,Bachelor of Science (Fashion Design and Textile Technology),"Mathematics, English/Kiswahili, Art and Design","Creativity, Design skills, Problem-solving, Communication"
340,Bachelor of Science in Fashion Design and Marketing,"Mathematics, English/Kiswahili, Art and Design, Business Studies","Creativity, Design skills, Problem-solving, Communication"
341,Bachelor of Science (Health Promotion and Sports Science),"Mathematics, English/Kiswahili, Biology","Health promotion, Problem-solving, Communication, Analytical thinking"
342,Bachelor of Science (Exercise & Sport Science),"Mathematics, English/Kiswahili, Biology","Sports science, Problem-solving, Communication, Analytical thinking"
343,Bachelor of Science (Recreation and Sports Management),"Mathematics, English/Kiswahili, Biology","Sports management, Problem-solving, Communication, Analytical thinking"
344,Bachelor of Sports Science & Management,"Mathematics, English/Kiswahili, Biology","Sports science, Problem-solving, Communication, Analytical thinking"
345,Bachelor of Sports Management,"Mathematics, English/Kiswahili, Biology","Sports management, Problem-solving, Communication, Analytical thinking"
346,Bachelor of Dental Surgery,"Mathematics, English/Kiswahili, Biology, Chemistry, Physics","Medical skills, Problem-solving, Communication, Analytical thinking"
347,Bachelor of Medicine & Bachelor of Surgery,"Mathematics, English/Kiswahili, Biology, Chemistry, Physics","Medical skills, Problem-solving, Communication, Analytical thinking"
348,Bachelor of Medicine & Bachelor of Surgery (M.B.Ch.B),"Mathematics, English/Kiswahili, Biology, Chemistry, Physics","Medical skills, Problem-solving, Communication, Analytical thinking"
349,Bachelor of Medicine and Bachelor of Surgery,"Mathematics, English/Kiswahili, Biology, Chemistry, Physics","Medical skills, Problem-solving, Communication, Analytical thinking"
350,Bachelor of Medicine and Bachelor of Surgery (M.B.Ch.B),"Mathematics, English/Kiswahili, Biology, Chemistry, Physics","Medical skills, Problem-solving, Communication, Analytical thinking"
351,Bachelor of Medicine and Bachelor of Surgery (With IT),"Mathematics, English/Kiswahili, Biology, Chemistry, Physics, Computer Studies","Medical skills, Problem-solving, Communication, Technology proficiency"
352,Bachelor of Pharmacy,"Mathematics, English/Kiswahili, Biology, Chemistry, Physics","Pharmaceutical skills, Problem-solving, Communication, Analytical thinking"
353,Bachelor of Science (Nursing, With IT),"Mathematics, English/Kiswahili, Biology, Chemistry, Computer Studies","Nursing skills, Problem-solving, Communication, Technology proficiency"
354,Bachelor of Science (Pharmaceutical Sciences, With IT),"Mathematics, English/Kiswahili, Biology, Chemistry, Computer Studies","Pharmaceutical skills, Problem-solving, Communication, Technology proficiency"
355,Bachelor of Science (Nursing),"Mathematics, English/Kiswahili, Biology, Chemistry","Nursing skills, Problem-solving, Communication, Analytical thinking"
356,Bachelor of Science in Nursing,"Mathematics, English/Kiswahili, Biology, Chemistry","Nursing skills, Problem-solving, Communication, Analytical thinking"
357,Bachelor of Science (Nursing Science),"Mathematics, English/Kiswahili, Biology, Chemistry","Nursing skills, Problem-solving, Communication, Analytical thinking"
358,Bachelor of Science (Environmental Health),"Mathematics, English/Kiswahili, Biology, Chemistry","Environmental health, Problem-solving, Communication, Analytical thinking"
359,Bachelor of Science in Environmental Health,"Mathematics, English/Kiswahili, Biology, Chemistry","Environmental health, Problem-solving, Communication, Analytical thinking"
360,Bachelor of Science in Environmental Health Sciences (Public Health),"Mathematics, English/Kiswahili, Biology, Chemistry","Public health, Problem-solving, Communication, Analytical thinking"
361,Bachelor of Science (Medical Laboratory Science & Technology),"Mathematics, English/Kiswahili, Biology, Chemistry","Laboratory skills, Problem-solving, Communication, Analytical thinking"
362,Bachelor of Science (Medical Laboratory Sciences),"Mathematics, English/Kiswahili, Biology, Chemistry","Laboratory skills, Problem-solving, Communication, Analytical thinking"
363,Bachelor of Science (Medical Laboratory),"Mathematics, English/Kiswahili, Biology, Chemistry","Laboratory skills, Problem-solving, Communication, Analytical thinking"
364,Bachelor of Science in Medical Laboratory Sciences,"Mathematics, English/Kiswahili, Biology, Chemistry","Laboratory skills, Problem-solving, Communication, Analytical thinking"
365,Bachelor of Technology (Medical Laboratory Science),"Mathematics, English/Kiswahili, Biology, Chemistry, Computer Studies","Laboratory skills, Problem-solving, Communication, Technology proficiency"
366,Bachelor of Science in Clinical Medicine and Community Health,"Mathematics, English/Kiswahili, Biology, Chemistry","Clinical skills, Problem-solving, Communication, Analytical thinking"
367,Bachelor of Science Clinical Medicine,"Mathematics, English/Kiswahili, Biology, Chemistry","Clinical skills, Problem-solving, Communication, Analytical thinking"
368,Bachelor of Science in Clinical Medicine, Surgery and Community Health,"Mathematics, English/Kiswahili, Biology, Chemistry","Clinical skills, Problem-solving, Communication, Analytical thinking"
369,Bachelor of Science in Midwifery with Reproductive Health,"Mathematics, English/Kiswahili, Biology, Chemistry","Midwifery skills, Problem-solving, Communication, Analytical thinking"
370,Bachelor of Technology (Community and Public Health),"Mathematics, English/Kiswahili, Biology, Chemistry, Computer Studies","Public health, Problem-solving, Communication, Technology proficiency"
371,Bachelor of Science (Occupational Health & Safety),"Mathematics, English/Kiswahili, Biology, Chemistry","Occupational health, Problem-solving, Communication, Analytical thinking"
372,Bachelor of Science in Occupational Therapy,"Mathematics, English/Kiswahili, Biology, Chemistry","Occupational therapy, Problem-solving, Communication, Analytical thinking"
373,Bachelor of Population Health,"Mathematics, English/Kiswahili, Biology, Chemistry","Public health, Problem-solving, Communication, Analytical thinking"
374,Bachelor of Science (Community Health and Development),"Mathematics, English/Kiswahili, Biology, Chemistry","Community health, Problem-solving, Communication, Analytical thinking"
375,Bachelor of Science in Community Health and Development,"Mathematics, English/Kiswahili, Biology, Chemistry","Community health, Problem-solving, Communication, Analytical thinking"
376,Bachelor of Science in Community Health Education,"Mathematics, English/Kiswahili, Biology, Chemistry","Community health, Problem-solving, Communication, Analytical thinking"
377,Bachelor of Science (Population Health),"Mathematics, English/Kiswahili, Biology, Chemistry","Public health, Problem-solving, Communication, Analytical thinking"
378,Bachelor of Science (Community Health & Development),"Mathematics, English/Kiswahili, Biology, Chemistry","Community health, Problem-solving, Communication, Analytical thinking"
379,Bachelor of Science in Community Health,"Mathematics, English/Kiswahili, Biology, Chemistry","Community health, Problem-solving, Communication, Analytical thinking"
380,Bachelor of Science in Global Health and Emporiatrics,"Mathematics, English/Kiswahili, Biology, Chemistry","Global health, Problem-solving, Communication, Analytical thinking"
381,Bachelor of Science in Health Systems Management,"Mathematics, English/Kiswahili, Biology, Chemistry","Health management, Problem-solving, Communication, Analytical thinking"
382,Bachelor of Health Services Management,"Mathematics, English/Kiswahili, Biology, Chemistry","Health management, Problem-solving, Communication, Analytical thinking"
383,Bachelor of Science (Health Records and Informatics),"Mathematics, English/Kiswahili, Biology, Chemistry, Computer Studies","Health informatics, Problem-solving, Communication, Technology proficiency"
384,Bachelor of Science in Health Records and Information Management,"Mathematics, English/Kiswahili, Biology, Chemistry, Computer Studies","Health informatics, Problem-solving, Communication, Technology proficiency"
385,Bachelor of Veterinary Medicine,"Mathematics, English/Kiswahili, Biology, Chemistry, Agriculture","Veterinary skills, Problem-solving, Communication, Analytical thinking"
386,Bachelor of Science (Biostatistics),"Mathematics, English/Kiswahili, Biology","Biostatistics, Problem-solving, Communication, Analytical thinking"
387,Bachelor of Science in Biostatistics,"Mathematics, English/Kiswahili, Biology","Biostatistics, Problem-solving, Communication, Analytical thinking"
388,Bachelor of Science in Epidemiology and Biostatistics,"Mathematics, English/Kiswahili, Biology","Epidemiology, Biostatistics, Problem-solving, Communication"
389,Bachelor of Science (Biomedical Science and Technology),"Mathematics, English/Kiswahili, Biology, Chemistry","Biomedical skills, Problem-solving, Communication, Analytical thinking"
390,Bachelor of Science in Biomedical Science and Technology,"Mathematics, English/Kiswahili, Biology, Chemistry","Biomedical skills, Problem-solving, Communication, Analytical thinking"
391,Bachelor of Science (Biomedical Science & Technology),"Mathematics, English/Kiswahili, Biology, Chemistry","Biomedical skills, Problem-solving, Communication, Analytical thinking"
392,Bachelor of Science (Laboratory Sciences),"Mathematics, English/Kiswahili, Biology, Chemistry","Laboratory skills, Problem-solving, Communication, Analytical thinking"
393,Bachelor of Technology (Science Laboratory Technology),"Mathematics, English/Kiswahili, Biology, Chemistry, Computer Studies","Laboratory skills, Problem-solving, Communication, Technology proficiency"
